,emotions,id,sentence
402,"['anxious', 'depressed']",643,['severe']
403,['ptsd'],644,['minor']
404,"['stress,']",647,"['timid', 'interaction', 'future', 'students', '-', 'teaching', 'reservations,', 'fully', 'involved']"
405,"['interested', 'insecure', 'fearful', 'anxiety,', 'medication']",648,"['ptsd,', 'depression']"
406,"['frustrated', 'fearful', 'worried', 'worried']",649,"['lifetime', 'this,', 'despite', 'years', 'therapy,', 'feel', 'broken']"
407,"['stress,', 'anxiety']",652,"['words:', '""it', 'ruined', 'life""']"
408,"['mad', 'sure', 'shame']",655,"['relationship', 'aftermath', 'extremely', 'damaging', 'mental', 'health.', 'said', 'things', 'crushed', 'spirits', 'messed', 'head,', 'also', 'crushed', 'intellectual', 'professional', 'confidence.', 'it’s', 'basically', 'equivalent', 'pouring', 'gasoline', 'imposter', 'complex', 'flames.', 'really', 'thought', 'loved', 'me.', 'maybe', 'did.', 'end,', 'love', 'doesn’t', 'matter.', 'matters', 'respect,', 'demonstrated', 'none', 'me.']"
409,"['certain', 'comfortable']",656,"['blow', 'self', 'esteem,', 'discomfort', 'giving', 'first', 'paper,', 'uncertainty', 'whether', 'research', 'actually', 'good']"
410,"['therapy', 'help', 'infuriated', 'abusive', 'rejected', 'lost', 'suicidal', 'bad', 'shame', 'shame', 'shame', 'shame', 'shame', 'guilt', 'shame', 'shame', 'sure', 'counseling']",658,"['impact', 'moderate.', 'primarily', 'felt', 'need', 'avoid', 'parts', 'building.', 'also', 'concerned', 'could', 'get', 'blamed', 'issue', 'could', 'turned', 'around', 'me.']"
411,"['suffer', 'ptsd,', 'anxiety', 'depression', 'nervous', 'never', 'struggle']",659,"['added', 'anxiety']"
412,"['anxiety', 'stress', 'depression']",666,['none']
413,"['mental', 'help']",668,"['general', 'anger,', 'concern', 'four', 'women', 'students', 'saw', 'grossly', 'affected', '(the', 'one', 'groped', 'nearly', 'dropped', 'consequence,', 'another', 'two', 'suffered', 'depression', 'self-esteem', 'loss--one', 'transferred', 'different', 'u', 'right', 'after;', 'fourth', 'although', 'feisty', 'enough', 'outwardly', 'lose', 'anything', 'still', 'manage', 'around', 'since', 'supposed', 'supervisor']"
414,['doubt'],669,"['none,', 'terribly', 'severe']"
415,['ptsd'],672,"['depression,', 'anxiety']"
416,['shame'],673,"[""i'm"", 'incredibly', 'suspicious', 'men', 'academy.', 'honestly', 'whole', 'thing', 'strengthened', 'iron', 'rage.', 'many', 'months,', 'thought', 'leaving.']"
417,['anxiety'],674,['extreme.']
418,"['anxiety,', 'depression,', 'ptsd']",675,"['minimal', '-', 'whole', 'class', 'hated', 'professor', 'regardless,', 'incident', 'cemented']"
419,"['depression', 'anxiety']",676,"['seriously', 'disillusioned.']"
420,['question'],677,"['wasn’t', 'able', 'trust', 'male', 'professors', 'graduate', 'school', '(at', 'differen', 'institution)', 'while.', 'male', 'professors', 'school,', 'however,', 'nothing', 'short', 'wonderful', 'professional,', 'helped', 'tremendously.']"
421,"['imposter', 'syndrome', 'undermined']",681,"['none,', 'general', 'sexism', 'fatigue']"
422,"['anxiety', 'imposter', 'syndrome']",682,"['negative.', 'afraid', 'classroom', 'began', 'panic', 'attacks']"
423,"['powerless', 'ashamed', 'extremely', 'emotional']",684,"['minor,', 'dealt', 'ok']"
424,"['depressed,']",685,"['ugh,', 'terrible', 'definitely', 'made', 'feel', 'fit']"
425,['ptsd'],686,"['made', 'close', 'door', 'run', 'away', 'heard', 'coming.']"
426,['ptsd'],687,"['minimal', 'long', 'term', '...', 'mostly', 'anxiety', 'anger']"
427,"['extremely', 'uncomfortable']",688,"['worried', 'ulterior', 'motive', 'straight', 'males', 'professors', 'administrators']"
428,['depressed'],692,"['worried', 'ulterior', 'motive', 'straight', 'males', 'professors', 'administrators']"
429,"['affected', 'imposter', 'syndrome', 'comfortable']",694,"['ptsd', 'result,', 'also', 'developed', 'eating', 'disorder', 'struggle', 'depressive', 'episodes']"
430,"['affected', 'imposter', 'syndrome', 'comfortable']",695,['nan']
431,"['affected', 'imposter', 'syndrome', 'comfortable']",696,"['awful.', 'spent', 'three', 'months', 'investigation', 'walking', 'egg', 'shells,', 'spending', 'little', 'time', 'possible', 'campus.', 'fearful', 'retaliation.', 'ended', 'back', 'therapy', 'felt', 'victimized.', 'similar', 'victim', 'ipv', 'feels.']"
432,"['affected', 'imposter', 'syndrome', 'comfortable']",697,"['moderate.', 'regularly', 'think', 'incidents']"
433,['anxiety'],699,"['know,', 'except', 'must', 'enormous.', ""i've"", 'spent', 'years', 'hating', 'intellectually', 'sexually']"
434,['stress'],700,['nan']
435,['guilt'],701,"['loss', 'self-confidence']"
436,"['severe', 'ptsd', 'depression']",702,"['emotional', 'distress', 'depression', '5']"
437,['difficult'],705,"['stressed', 'embarrassed', 'whenever', 'saw', 'departmental', 'functions,', 'least', 'month.', 'kept', 'incident', 'advisor,', 'want', 'impact', 'relationship.', 'did,', 'however,', 'share', 'closest', 'friend', 'program,', 'served', 'support', 'whenever', 'present', 'subsequent', 'events.', 'shook', 'me,', 'thought', 'relationship', 'purely', 'professional', 'terms']"
438,"['anger,', 'depression,', 'stress']",708,"['depression,', 'anxiety']"
439,"['extreme', 'anxiety,', 'never', 'panic']",710,['nan']
440,['mental'],711,"['slight', 'ptsd', 'trusting', 'men', ""'trying"", 'help', ""me'"", 'career']"
441,"['isolated', 'depression']",712,['nan']
442,['depression.'],713,"['suffer', 'gad', 'attend', 'new', 'meetings', 'course', 'overwhelming', 'anxiety.']"
443,"['stress', 'depression']",714,['nan']
444,['uncomfortable'],715,['significant']
445,"['loss', 'loss', 'trust', 'depression']",716,"['panic', 'attacks,', 'distrust', 'male', 'authority', 'figures,', 'anger', 'system']"
446,['panic'],717,"['don’t', 'trust', 'professors.', 'don’t', 'friend', 'professors.', 'made', 'point', 'keeping', 'impersonal', 'relationship', 'professors', 'since', 'incident.', 'maintained', 'body', 'image', 'issues', 'since']"
447,['hostile'],720,"['anxiety,', 'depression']"
448,"['treatment', 'question']",722,"['incredibly', 'demoralizing,', 'sobbed', 'interview.', 'angry,', 'upset,', 'victimized', 'months', 'after.', 'frequent', 'conversation', 'mental', 'health', 'therapy', 'sessions']"
449,['trust'],724,"['anxiety,', 'lack', 'confidence,', 'disgust,', 'helplessness,', 'depression,', 'anger,', 'frustration,', 'denial,', 'disappointment', '(in', 'myself).', 'first', 'time', 'spoken', 'form,', ""can't"", 'talk', 'counsellor', ""can't"", 'bring', 'articulate', 'conversation.']"
450,"['pissed', 'imposter']",727,['see']
451,"['suffered', 'worse']",731,"['blamed', 'dropping', 'grad', 'school,', 'fell', 'major', 'depression.', 'attempted', 'suicide,', 'went', 'therapy', 'three', 'years.', 'still', 'take', 'antidepressants', 'ten', 'years', 'later.']"
452,['pissed'],733,['minimal']
453,['stop'],734,"['still', 'flashbacks']"
454,['upset'],735,"['*shrug*', 'another', 'link', 'chain.', 'stress,', 'problems']"
455,"['therapy', 'trust']",736,"['junior', 'colleague', 'seems', 'shaken', 'incident']"
456,"['loss', 'never', 'fear,', 'extreme', 'disappointment', 'love']",739,['nan']
457,['bad'],740,['nan']
458,['stressed'],743,['nan']
459,"['depression', 'anxiety']",744,"['many', 'panic', 'attacks', 'near', 'him.', 'advisor', 'published', 'paper', 'knowing', 'harassed', 'me,', 'lost', '10', 'days', 'productivity', 'time', 'feeling', 'depressed', 'point', 'sometimes', 'feeling', 'suicidal.', 'felt', 'like', 'devalued', 'trash.', 'research', 'seemed', 'scary.', 'times', 'suffered', 'nightmares.', 'afraid', 'him.', 'joined', 'department,', 'confronted', 'email', 'responded', 'email', 'sounded', 'like', 'lawyer', 'written', 'it.', 'gaslit', 'said', 'made', 'uncomfortable.', 'grad', 'student.', 'didn’t', 'power', 'had.', 'made', 'doubt', 'memory', 'strong', 'before.', 'question', 'competence', 'ways', 'didn’t', 'before.', 'i’m', 'afraid', 'go', 'office,', 'deal', 'people', 'mentioning', 'name.', 'happened.', 'body', 'remembers', 'revulsion', 'felt', 'touched', 'hand.', 'time', 'gone', 'on,', 'feels', 'worse.', 'least', 'rapist', 'expressed', 'remorse,', 'even', 'hasn’t', 'taken', 'full', 'responsibility.', 'guy', 'won’t', 'even', 'admit', 'anything', 'happened.', 'minority', 'too.', 'supposed', 'look', 'instead', 'part', 'problem']"
460,['afraid'],746,['minimal']
461,"['ptsd,']",747,"[""i'm"", 'therapy', 'now.', 'spent', 'years', ""'making"", ""nice'"", 'harasser', 'know', 'report', ""i'm"", 'dealing', 'guilt', 'regret', 'fear', '(still)', 'harassing', 'others']"
462,"['never', 'worry', 'regret']",748,"['recently,', 'stumbled', 'across', 'picture', 'harasser', 'twitter.', 'graduate', 'student', 'field.', 'panic', 'attack,', 'reliving', 'summer', 'harassment.', 'see', 'conferences?', 'tries', 'talk', 'me?', 'harassing', 'female', 'labmates', 'picture', 'him?', ""i'm"", 'wracked', 'fear,', 'guilt,', 'panic.', 'made', 'feel', 'like', 'belong.', 'deserve', 'there.', 'paranoid', '-', 'every', 'sexual', 'comment', 'made', 'women', 'around,', 'knew', 'making', 'soon', 'left.', 'exposed', 'dehumanized']"
463,['hard'],749,"['huge.', 'left', 'uncomfortable,', 'disgusted,', 'questioning', 'come', 'across', 'men,', 'wondering', 'wrong', 'attract', 'unwanted', 'attention', 'worry', 'loop', 'longer', 'attend', 'socials/networking', 'events']"
464,"['trust', 'help', 'therapy']",750,"['significant;', 'triggered', 'previous', 'sexual', 'assault/abuse']"
465,['unsure'],751,['significant']
466,['unable'],752,['nan']
467,"['understanding', 'therapy.']",754,['nan']
468,"['depressed', 'trust', 'self-confidence', 'tense']",755,"['since', 'finishing', 'phd,', 'feel', 'though', 'leaving', 'abusive', 'relationship.', 'celebration', 'actual', 'accomplishment', 'completing', 'phd.', 'instead,', 'relief', 'insulted,', 'yanked', 'around,', 'etc.', 'diss', 'director.']"
469,"['fear,', 'shame,', 'trust']",756,[]
470,['anxiety'],759,['none']
471,['upset'],761,"['incapacitated', 'year']"
472,['therapy'],763,"['horrible.', 'felt', 'unable', 'leave', 'job', 'desperate', 'money,', 'hated', 'going', 'everyday', 'managing', ""boss's"", 'advances', 'fragile', 'ego.', 'felt', 'lonely,', 'abandoned,', 'desperate,', 'afraid.', 'made', 'tired', 'demoralized', 'working', 'there,', 'know', 'turn', 'to.', 'long', 'run,', 'angry', 'regret', 'reporting', 'it.', 'hired', 'attractive', 'young', 'woman', 'replacement', 'quit,', 'feel', 'guilty', 'reporting', 'worried', 'would', 'deal', 'with.', ""i'm"", 'still', 'skittish', 'alone', 'rooms', 'male', 'boss']"
473,"['hard', 'definitely']",767,"['stress,', 'anxiety,', 'retraumatization']"
474,['kind'],768,"['none.', ""i'm"", '(unfortunately)', 'used']"
475,"['abusive', 'lost']",769,"['lot', 'anger', 'alienation.', 'also', 'sense', 'somehow', 'weird', 'feeling', 'complimented', '(famous)', ""man's"", 'attention.', 'also', 'shame', 'talked', 'uterus', 'rather', 'work.', 'mostly', 'angry', 'kept', 'head', 'down;', 'feel', 'like', 'cared', 'could', 'flourish']"
476,"['undermined', 'mental', 'counseling']",775,['none.']
477,"['panic', 'disorder', 'counseling', 'anxiety', 'good', 'struggling', 'shame']",776,"['thought', 'nothing', 'else', 'weeks.', 'know']"
478,['stressful'],777,"['minor', 'anger', '-', 'worse', 'happened', 'conference']"
479,['anxious'],779,['anger']
480,['good'],781,"['much', 'capture', 'words.', 'shame,', 'humiliation,', 'self-blame,', 'guilt,', 'insomnia,', 'anxiety,', 'panic', 'attacks,', 'depression.', 'suffered', 'repeated', 'miscarriages,', 'significant', 'health', 'issues', 'continuing', 'directly', 'related', 'stress,', 'anxiety,', 'emotional', 'suffering', 'resulted', 'sexual', 'harassment', 'abuse.']"
481,['ptsd'],782,"['initially', 'saddened', 'loss', 'perceived', 'friend.', 'saw', 'phd', 'students', 'thought', 'quite', 'angry.', 'still', 'think', 'worry', 'reality', 'talking', 'male', 'faculty', 'much,', 'case', 'develop', 'feelings', 'suddenly', 'feel', 'right', 'body', 'relationship.']"
482,['vulnerable'],784,['nan']
483,"['lost', 'ruined', 'perplexed']",787,"['contributed', 'feelings', 'imposter', 'syndrome,', 'saw', 'woman', 'hit', 'on,', 'colleague']"
484,"['blamed', 'bad', 'safe']",788,['ptsd']
485,"['devastating.', 'stop', 'depression.']",789,"['definitely', 'contributed', 'self-loathing,', 'depression,', 'anxiety']"
486,['suicide'],790,"['strangely', 'big', 'source', 'anxiety', '/', 'self', 'doubt', 'me.', ""i'm"", 'even', 'sure', 'counts', 'harassment', 'large', 'amount', 'time', 'later', 'still', 'replay', 'almost', 'daily.']"
487,['hard'],792,"['significant-', 'began', 'panic', 'attacks', '&', 'went', '4', 'weeks', 'leave', 'complaint', 'nothing.', 'told', 'people', 'also', 'seniors', '&', 'turned', 'me.', 'therefore', 'work', 'place', 'awful', '&', 'untenable.']"
488,['stress'],794,"['i’d', 'already', 'battered', 'women’s', 'shelter', 'therapy', 'happened,', 'think', 'tools', 'context', 'deal', 'girls', 'to.', 'angry', 'sad,', 'moved', 'on.']"
489,['pissed'],795,['significant']
490,['ptsd'],796,"[""i'm"", 'fine', 'now.', 'but,', 'time,', 'quite', 'heavy.', 'ongoing', 'problem,', 'off-and-on,', 'multiple', 'projects', '6', 'years.', 'thing', 'sort', 'hung', '6', 'years.', 'mental', 'illness', 'diagnosed', 'start', 'interactions,', 'contributed', 'problems', 'experiencing.', 'also,', 'conflicting', 'support/sympathy', 'situation', 'co-existing', 'dismissal', 'actions', 'left', 'confused', 'distrusting', 'could', 'find', 'feet']"
491,"['upset', 'good', 'never', 'never', 'sure']",804,"['frankly,', 'another', 'day', 'life', 'trans', 'woman.', 'especially', 'early', 'transition,', 'sexualization,', 'objectification,', 'harassment,', 'discrimination', 'relentless', 'systemic.', 'strong', 'sense', 'self,', 'feel', 'ran', 'gauntlet', 'emerged', 'intact', 'side.', 'lot', 'anger', 'try', 'channel', 'activism', 'critique.', 'living', 'well', 'best', 'revenge']"
492,['uncomfortable'],805,"['made', 'feel', 'humiliated', 'sad.', 'naively', 'thought', 'women', 'worked', 'feminist', 'issues', 'assholes', 'particular', 'way']"
493,['impacted'],807,['nan']
494,"['extremely', 'unable', 'lost']",809,"['search', 'trust', 'person', 'left', 'france,', 'untill', 'still', 'traumatized', 'that.']"
495,"['stressful', 'doubt']",811,"['embarrassed', 'ever', 'flirted', 'w/', 'him.', 'feel', 'dumb', 'thought', 'wanted', 'friends', '-', 'first', '“friend”', 'difficult', 'department.', 'thought', 'potential', 'ally.']"
496,"['stressful', 'hard', 'exacerbated', 'anxiety', 'uncomfortable']",812,"['didn’t', 'help,', 'considering', 'sexual', 'assaults', 'teenager']"
497,['depression'],814,"['unreasonably', 'anxious', 'anytime', 'go', 'meeting', 'one', 'two', 'men', 'make', 'small', 'talk', 'social', 'setting.', 'trouble', 'gauging', 'whether', 'things', 'happen', 'important', 'trivial', 'something', 'wildly', 'inappropriate', 'happened', 'professional', 'setting,', 'two', 'people', 'defended', 'instead', 'told', 'needed', 'protect', 'institution']"
498,['hard'],816,"['none', 'aware', 'of,', 'never', 'forget', 'it.']"
499,['wrong'],817,"['mistrust', 'future', 'teachers']"
500,"['wrong', 'mental', 'never']",822,['nan']
501,"['nervous', 'trust', 'hard', 'loving', 'sure', 'affected']",825,"['extremely', 'upsetting', 'time,', 'though', 'able', 'vent,', 'strategize', 'get', 'moral', 'support', 'roommate', 'several', 'women', 'students', 'confided.', 'sadly,', 'one', 'elder', 'brothers', 'visited', 'semester', 'seemed', 'totally', 'unsympathetic.', 'disillusioning']"
502,['extreme'],826,"['immeasurable,', 'frankly.', 'marriage', 'ended,', 'dissertation', 'infinitely', 'harder', 'write,', 'entered', 'therapy.', 'lot', 'happening', 'point,', 'much', 'felt', 'work', 'life', 'became', 'much', 'darker', 'this.', 'also', 'got', 'super', 'protective', 'students', 'watchful', 'male', 'colleagues', 'respect,', 'practice', 'continue,', 'think', 'sometimes', 'makes', 'less', 'perfectly', 'collegial']"
503,['mad'],828,"['women', 'phd', 'students', 'department', 'know', 'this.', 'makes', 'us', 'feel', 'like', 'institution', 'doesn’t', 'care', 'enough', 'well-being', 'anything.']"
504,"['depression,', 'ptsd,']",829,['nan']
505,"['depressed', 'anxious', 'devastating.']",830,"['stress', 'anxiety.', 'retreat.', 'sometimes', 'pretend', 'conservative', 'subdued']"
506,"['depressed', 'anxious', 'devastating.']",831,"['increased', 'symptoms']"
507,"['guilt', 'doubt']",833,"['woman', 'dept.', 'felt', 'deeply', 'betrayed', 'undermined']"
508,"['huge', 'deeply', 'depressed', 'anxiety']",836,"[""i've"", 'never', 'forgotten', 'it.']"
509,"['fear', 'loss']",837,"['dealt', 'daily', 'streets', 'subways', 'nyc']"
510,"['terrified', 'threatened', 'angry']",838,"['destabilizing.', 'never', 'knew', 'work', 'actually', 'good', 'ploy.', 'felt', 'trapped', 'time', 'play', 'nice', 'man', 'wanted', 'kind', 'future', 'field.', 'totally', 'uprooted', 'life', 'escape', 'going', 'decided', 'change', 'subfields', 'avoid', 'ever', 'professional', 'dependence', 'man.']"
511,['pissed'],839,"['nerve-wracking', 'time.', 'first', 'experience', 'flying', 'cross-country', 'multi-day', 'job', 'interview.', 'need', 'additional', 'stress']"
512,"['panic', 'never']",840,['nan']
513,"['depression,', 'insecurity']",842,"['mainly', 'hostile', 'environment', 'students', 'targeted']"
514,['hated'],843,"['-', 'particularly', 'willingness', 'department', 'continue', 'support', 'ta', 'sexual', 'relationships', 'students', 'probably', 'entirely', 'consensual.']"
515,"['suffered', 'depression', 'anxiety']",848,"['none,', 'disappointed']"
516,['depression'],851,"['felt', 'unsupported', 'department']"
517,"['upset', 'upset', 'angry', 'sad', 'upset']",852,"['job', 'market', 'depression']"
518,['good'],853,"['ptsd,', 'ongoing']"
519,['uncomfortable'],855,"['continual', 'distraction', 'paranoia']"
520,['hated'],859,"['negative.', 'loss', 'sleep,', 'increase', 'anxiety/feeling', 'responsibility', 'women,', 'increase', 'need', 'know', 'surroundings', 'campus', 'never', 'alone', 'he/his', 'friends', 'may', 'around']"
521,['hard'],860,"['oh,', 'know.', 'disconcerting', 'time.']"
522,"['anxious', 'alienated', 'mental', 'unwanted', 'panic', 'indifferent']",861,['nan']
523,"['sick', 'despite', 'despite']",863,['moderate']
524,"['syndrome.', 'lost', 'trust', 'stress', 'alone']",865,['moderate']
525,"['anxiety', 'anger']",867,['nan']
526,"['ptsd', 'nightmares', 'therapy', 'emotional', 'self-confidence']",868,['nan']
527,"['depression,', 'anxiety', 'disorder,', 'ptsd']",869,"['something', 'grapple', 'every', 'day', 'every', 'day,', 'wonder', 'made', 'right', 'decision', 'stay', 'silent', 'it.', 'every', 'day,', 'also', 'wonder', 'possible', 'find', 'closure.', 'also', 'impossible', 'creatively', 'write', 'since', 'then.', 'used', 'near', 'daily', 'basis,', 'able', 'two', 'three', 'times', 'since']"
528,['anxiety'],870,"['lot', 'anxiety', 'self-doubt']"
529,"['bad', 'bad', 'alone']",871,['nan']
530,"['anxious', 'trusting']",874,"['ptsd.', 'afraid', 'people', 'resemble', 'him.', 'jump', 'conclusions', ""i'd"", 'rather', 'give', 'benefit', 'doubt.', ""can't"", 'sleep', 'alone', 'night', 'hear', 'noises,', 'imagining', 'someone', 'entering', 'room']"
531,['amazed'],875,"['department', 'shares', 'building.', 'large,', 'means', 'likely', 'run', 'again.', ""i'm"", 'mostly', 'concerned', 'female', 'student', 'workers.']"
532,"['hard', 'panic', 'anxiety', 'depression', 'therapy', 'medication']",877,"['depression,', 'lack', 'confidence,', 'feeling', 'betrayal', 'lack', 'power,']"
533,"['doubt', 'never', 'affected', 'abusive', 'definitely', 'affected', 'safe', 'safe']",880,['anxiety']
534,"['concerned', 'safe', 'help', 'suffered', 'suffered']",881,"['anger,', 'lots', 'persistent', 'anger']"
535,"['anger', 'great', 'regret', 'sure', 'unable', 'stop', 'worry', 'terrified', 'determined', 'never']",882,"['trust', 'issues,', 'fear', 'working', 'men']"
536,"['definitely', 'wary', 'good', 'kind', 'worried']",883,"['felt', 'safe', 'student', 'happened.', 'now,', 'feel', 'like', 'always', 'tense', 'class,', 'always', 'wary.']"
537,['shame'],889,"['gave', 'special', 'brand', ""imposter's"", 'syndrome.', 'still', 'struggle', 'remind', 'capable', 'good', 'work,', 'comments', 'class', 'worth', 'saying.', 'also', 'struggle', 'remind', ""i'm"", 'fluke', 'reason', 'made', 'grad', 'school', 'old', 'well-known', 'creep', 'found', 'attractive']"
538,"['ptsd,', 'depression,', 'abuse']",890,"['trauma,', 'fear', 'protecting', 'students']"
539,"['ptsd,', 'depression,', 'abuse']",891,"['angry', 'occurred', 'lack', 'transparency', 'students', 'taking', 'course.', 'lost', 'respect', 'professor', 'really', 'want', 'finish', 'course']"
540,['uncomfortable'],892,"['suffered', 'severe', 'period', 'depression', 'resorted', 'cutting.', 'became', 'really', 'distant', 'mom', 'still', 'know', 'happened,', 'although', 'think', 'idea.', 'attended', 'counseling,', 'really', 'helpful,', 'impact', 'man', 'still', 'still', 'heavy', 'life', 'unfortunately.', 'current', 'partner', 'really', 'wonderful', 'happened', 'me,', 'still', 'source', 'tension', 'relationship', 'times.', 'simply', ""can't"", 'understand', 'man', 'continues', 'occupy', 'space', 'mind.']"
541,['despair'],894,"['discomfort', 'department', 'next', '7', 'years', 'pass', 'person', 'halls', 'gets', 'elevator', 'me.', 'disgust', 'fact', 'department', 'knows', 'nothing', 'problem.', 'anger', 'observe', 'new', 'female', 'students', 'assigned', 'work', 'tas.', 'distrust', 'department', 'leadership', 'overall,', 'knowing', 'protect', 'female', 'students']"
542,['devastating.'],895,"['increased', 'anxiety,', 'distrust', 'men,', 'low', 'self-esteem,', 'heart', 'palpitations']"
543,"['depressed', 'panic', 'anxiety']",896,['angry']
544,['distrustful'],897,['nan']
545,"['anxiety', 'cold', 'hard']",898,"['hospitalized', 'parasuicidal', 'behavior', '3', 'times', 'since', '2011.', 'hospitalized', 'twice', '2015', 'student', 'loan', 'provider', 'supposedly', 'accidentally', 'cancelled', 'ibr', 'three', 'times', '2015', '2016', 'overdebited', 'thousands', 'dollars', 'refused', 'credit', 'back', 'me.', 'put', 'significant', 'debt', 'opportunity', 'going', 'reputable', 'school', 'learning', 'faculty', 'whose', 'work', 'admired', 'years.', 'thought', 'would', 'well', 'worth', 'it.', 'believe', 'refusal', 'meet', 'advisor’s', 'inexplicit', 'demands,', 'relationship,', 'money,', 'time', 'toxic', 'waste']"
546,"['depression,']",899,['nan']
547,"['struggled', 'anxiety', 'disorder', 'doubt']",902,"['little', '(i', 'merely', 'grossed']"
548,"['anxiety', 'stress.']",903,['nan']
549,['negative'],904,"['less', 'comfortable', 'networking', 'male', 'colleagues', 'know', 'well']"
550,['anxiety'],906,"['currently', 'first', 'year', 'masters', 'student', 'completely', 'terrified', 'attending', 'academic', 'conferences']"
551,['anxiety'],907,"['broken.', 'ptsd.', 'woman', 'famous', 'retired', 'accolades', 'aplenty', 'still', 'active', 'emeritus', 'keep', 'hearing']"
552,"['angry', 'undermined', 'self-confidence']",908,"['made', 'question', 'intelligence,', 'ability', 'focus', 'write', 'papers.', 'started', 'first', 'semester', 'grad', 'school', 'made', 'feel', 'belong', 'graduate', 'program.']"
553,"['disappointed', 'vulnerable', 'alone', 'inappropriate', 'kind', 'never', 'interested', 'interested', 'wary']",910,"['sick', 'thought', 'feeling', '""lucky""', 'nothing', 'worse']"
554,"['traumatic', 'stress', 'disorder,', 'therapy.']",912,['ptsd']
555,"['guilty', 'guilty']",913,['great']
556,"['extreme', 'anxiety,', 'mental']",915,"['cheer', 'squad', 'everyone', 'this.', 'getting', 'bed', 'journey', 'it,', 'lab.']"
557,"['severe', 'anxiety']",916,"[""i'm"", 'stressed', 'time.', 'wake', 'vomit', 'several', 'times', 'week.', 'often', 'feel', 'like', ""i'm"", 'going', 'pass', 'anxiety.', 'feel', 'without', 'autonomy', 'stifled', 'job.', 'need', 'leave', 'market', 'great.']"
558,"['positive', 'depression']",917,"['high.', 'severe', 'ptsd', 'needed', 'extensive', 'therapy,', 'forever', 'changed', 'way', 'interact', 'men', '-', 'especially', 'male', 'academics.']"
559,['anger.'],919,"['quite', 'afraid', '~6', 'years', 'grad', 'school', 'someone', 'would', 'find', 'affair', 'would', 'end', 'career.', 'points', 'even', 'worried', 'faculty', 'member', 'might', 'vindictively', 'expose', 'prior', 'relationship', 'way', 'damaging', 'credibility', 'department', '(i', 'see', 'unlikely', 'repercussions', 'her,', 'felt', 'possible', 'time', 'strained', 'advisory', 'relationships', 'grad', 'students).']"
560,"['anxiety', 'treatment']",921,"['depression,', 'scared', 'alone', 'professors']"
561,"['anger', 'unwanted', 'kind']",923,"['depression,', 'diminution', 'self', 'esteem,', 'mistrust', 'men', 'power.', 'think', 'sensed', 'abused', 'incest', 'victim', 'preyed', 'vulnerability.']"
562,"['extreme', 'discomfort', 'isolated', 'loss']",924,"['long-term.', 'described', 'isolated.', 'many', 'ways,', 'ruined', 'mfa', 'experience']"
563,['stress'],925,"['creeped', 'anonymous', 'student', 'could', 'objectify', 'way.', 'still', 'think', 'high', 'anxiety', 'moments']"
564,['good'],926,"['another', 'brick', '""wall""', 'harrassment']"
565,['panic'],928,['anger']
566,"['afraid', 'insecurity', 'fear', 'lucky']",929,['none']
567,"['counseling', 'counseling']",930,"['afraid', 'go', 'building', 'night', 'weekends.', 'longer', 'allowed', 'young', 'teenage', 'daughter', 'accompany', 'office', 'unless', 'stayed', 'right', 'side.', 'felt', 'terrible', 'able', 'help', 'grad', 'student']"
568,"['strong', 'anxiety']",931,"['extremely', 'triggering', 'occurred', 'year', 'rape--', 'imagine', 'talking', 'sex', '(or', 'type', 'sex', 'like)', 'colleague', 'friend.', 'also', 'dreaded', 'going', 'classes', 'rest', 'semester--', 'seemed', 'particularly', 'enjoy', 'getting', 'reaction', 'individuals.']"
569,['powerless'],936,"['minimal.', 'fuck', 'guy.']"
570,"['emotional', 'abuse', 'loss', 'threatened']",937,"['fear', 'alone', 'room', 'male', 'colleague,', 'definite', 'drop', 'self-esteem']"
571,"['despite', 'disappointment', 'never', 'disgusting', 'serious', 'weird']",938,"['made', 'hard', 'know', 'could', 'trust', 'department--and', 'barely', 'gotten', 'graduate', 'school.', 'perpetrator', 'made', 'ta', 'semester', 'following', 'sexual', 'harassment,', 'consistently', 'anxious', 'around', 'him.', 'times,', 'considered', 'secretly', 'recording', 'interactions', 'concerned', 'sexual', 'harassment.']"
572,['stress'],942,"['minimal;', 'lucky', 'took', 'place', 'public', 'rescued', 'awesome', 'colleagues.', 'also', 'wonder--if', '""everybody', 'knew""', 'behaved', 'way,', 'stopped?', 'know.', 'nobody', 'told', 'avoid', 'him;', 'well', 'connected', 'enough', 'know', 'reputation.', 'thinking', 'back,', 'clear', 'new', 'vulnerable,', 'used', 'advantage']"
573,"['definitely', 'increased', 'anxiety', 'depression,', 'struggling', 'help', 'abusive']",945,"['emotional', 'drain-', 'minimal,', 'still', 'every', 'time', 'work', 'him.']"
574,"['extreme', 'ptsd,', 'panic', 'depression,', 'anxiety.', 'certain', 'ptsd.']",946,"['caused', 'lot', 'anxiety', 'first', 'prepared', 'job', 'materials', '(lots', 'self-doubt),', 'continues', 'irritating', 'cross', 'paths', 'conferences']"
575,['stress'],947,"['feelings', 'guilt,', 'confusion,', 'culpability,', 'shame,', 'wonder', 'role', 'inviting/encouraging', 'attention']"
